province-name,district-name,subdistrict-name,total,household
กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,2896,1195
กรุงเทพมหานคร,พระนคร,วังบูรพาภิรมย์,8489,5326
กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,2846,979
กรุงเทพมหานคร,พระนคร,สำราญราษฎร์,2654,1105
กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,2676,1000
กรุงเทพมหานคร,พระนคร,เสาชิงช้า,1870,700
กรุงเทพมหานคร,พระนคร,บวรนิเวศ,3575,1576
กรุงเทพมหานคร,พระนคร,ตลาดยอด,1904,1170
กรุงเทพมหานคร,พระนคร,ชนะสงคราม,1636,829
กรุงเทพมหานคร,พระนคร,บ้านพานถม,5439,2006
กรุงเทพมหานคร,พระนคร,บางขุนพรหม,3736,2184
กรุงเทพมหานคร,พระนคร,วัดสามพระยา,2533,972
กรุงเทพมหานคร,ดุสิต,ดุสิต,9792,2712
กรุงเทพมหานคร,ดุสิต,วชิรพยาบาล,8844,3041
กรุงเทพมหานคร,ดุสิต,สวนจิตรลดา,5917,2057
กรุงเทพมหานคร,ดุสิต,สี่แยกมหานาค,6720,2419
กรุงเทพมหานคร,ดุสิต,ถนนนครไชยศรี,44541,22372
กรุงเทพมหานคร,หนองจอก,กระทุ่มราย,41193,17355
กรุงเทพมหานคร,หนองจอก,หนองจอก,24218,9581
กรุงเทพมหานคร,หนองจอก,คลองสิบ,9611,2839
กรุงเทพมหานคร,หนองจอก,คลองสิบสอง,12175,5027
กรุงเทพมหานคร,หนองจอก,โคกแฝด,35046,12838
กรุงเทพมหานคร,หนองจอก,คู้ฝั่งเหนือ,18222,6575
กรุงเทพมหานคร,หนองจอก,ลำผักชี,33816,15638
กรุงเทพมหานคร,หนองจอก,ลำต้อยติ่ง,9857,3195
กรุงเทพมหานคร,บางรัก,มหาพฤฒาราม,9865,7366
กรุงเทพมหานคร,บางรัก,สีลม,16311,13347
กรุงเทพมหานคร,บางรัก,สุริยวงศ์,4172,4927
กรุงเทพมหานคร,บางรัก,บางรัก,2413,1447
กรุงเทพมหานคร,บางรัก,สี่พระยา,10160,8323
กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,85903,61027
กรุงเทพมหานคร,บางเขน,ท่าแร้ง,98708,56337
กรุงเทพมหานคร,บางกะปิ,คลองจั่น,73827,49885
กรุงเทพมหานคร,บางกะปิ,หัวหมาก,67533,64837
กรุงเทพมหานคร,ปทุมวัน,รองเมือง,15198,7140
กรุงเทพมหานคร,ปทุมวัน,วังใหม่,5093,5322
กรุงเทพมหานคร,ปทุมวัน,ปทุมวัน,2746,962
กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,17040,18714
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,12308,6444
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,5721,2739
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,คลองมหานาค,8073,5631
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,บ้านบาตร,5743,2582
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส,6255,2223
กรุงเทพมหานคร,พระโขนง,บางจาก,64629,45700
กรุงเทพมหานคร,พระโขนง,พระโขนงใต้,21067,17870
กรุงเทพมหานคร,มีนบุรี,มีนบุรี,95942,50492
กรุงเทพมหานคร,มีนบุรี,แสนแสบ,45076,14972
กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,30137,21004
กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น,67200,35430
กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ,15947,11487
กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว,26171,15293
กรุงเทพมหานคร,ลาดกระบัง,ทับยาว,32060,19026
กรุงเทพมหานคร,ลาดกระบัง,ขุมทอง,8384,3221
กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,46398,33973
กรุงเทพมหานคร,ยานนาวา,บางโพงพาง,27018,19831
กรุงเทพมหานคร,สัมพันธวงศ์,จักรวรรดิ,5886,5025
กรุงเทพมหานคร,สัมพันธวงศ์,สัมพันธวงศ์,7324,4431
กรุงเทพมหานคร,สัมพันธวงศ์,ตลาดน้อย,6336,3720
กรุงเทพมหานคร,พญาไท,สามเสนใน,29479,21524
กรุงเทพมหานคร,พญาไท,พญาไท,34558,24268
กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,7739,2759
กรุงเทพมหานคร,ธนบุรี,หิรัญรูจี,10788,3968
กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,18470,7942
กรุงเทพมหานคร,ธนบุรี,บุคคโล,16075,12981
กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,15221,12930
กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,16581,12383
กรุงเทพมหานคร,ธนบุรี,สำเหร่,13412,8719
กรุงเทพมหานคร,บางกอกใหญ่,วัดอรุณ,10985,4417
กรุงเทพมหานคร,บางกอกใหญ่,วัดท่าพระ,49690,28572
กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,27325,36722
กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ,19582,30726
กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก,36785,25468
กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,11444,5431
กรุงเทพมหานคร,คลองสาน,คลองสาน,13160,6499
กรุงเทพมหานคร,คลองสาน,บางลำภูล่าง,22471,15038
กรุงเทพมหานคร,คลองสาน,คลองต้นไทร,17886,15165
กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,9560,4622
กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,23385,11577
กรุงเทพมหานคร,ตลิ่งชัน,ฉิมพลี,23238,9845
กรุงเทพมหานคร,ตลิ่งชัน,บางพรม,13045,5046
กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,20059,8670
กรุงเทพมหานคร,ตลิ่งชัน,บางเชือกหนัง,12043,4705
กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,12162,4344
กรุงเทพมหานคร,บางกอกน้อย,บ้านช่างหล่อ,26830,13481
กรุงเทพมหานคร,บางกอกน้อย,บางขุนนนท์,10340,4693
กรุงเทพมหานคร,บางกอกน้อย,บางขุนศรี,30149,17492
กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,18547,14000
กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,62677,31849
กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,122482,62431
กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า,38106,29467
กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน,27047,10850
กรุงเทพมหานคร,ภาษีเจริญ,บางจาก,7940,3697
กรุงเทพมหานคร,ภาษีเจริญ,บางแวก,18135,9574
กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง,10510,3785
กรุงเทพมหานคร,ภาษีเจริญ,ปากคลองภาษีเจริญ,14332,9649
กรุงเทพมหานคร,ภาษีเจริญ,คูหาสวรรค์,5763,1934
กรุงเทพมหานคร,หนองแขม,หนองแขม,80485,32128
กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,74639,33239
กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,29022,14006
กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,46512,24956
กรุงเทพมหานคร,บางพลัด,บางพลัด,21450,11434
กรุงเทพมหานคร,บางพลัด,บางอ้อ,23691,15434
กรุงเทพมหานคร,บางพลัด,บางบำหรุ,17373,14241
กรุงเทพมหานคร,บางพลัด,บางยี่ขัน,24691,18521
กรุงเทพมหานคร,ดินแดง,ดินแดง,68251,39883
กรุงเทพมหานคร,ดินแดง,รัชดาภิเษก,41551,24951
กรุงเทพมหานคร,บึงกุ่ม,คลองกุ่ม,66932,35618
กรุงเทพมหานคร,บึงกุ่ม,นวมินทร์,26338,13502
กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,43855,27924
กรุงเทพมหานคร,สาทร,ทุ่งวัดดอน,34618,17975
กรุงเทพมหานคร,สาทร,ยานนาวา,18132,10875
กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ,18556,16202
กรุงเทพมหานคร,บางซื่อ,บางซื่อ,77277,53358
กรุงเทพมหานคร,บางซื่อ,วงศ์สว่าง,41357,24882
กรุงเทพมหานคร,จตุจักร,ลาดยาว,39304,30567
กรุงเทพมหานคร,จตุจักร,เสนานิคม,20317,19934
กรุงเทพมหานคร,จตุจักร,จันทรเกษม,37787,28791
กรุงเทพมหานคร,จตุจักร,จอมพล,35336,43816
กรุงเทพมหานคร,จตุจักร,จตุจักร,21259,14769
กรุงเทพมหานคร,บางคอแหลม,บางคอแหลม,21451,10419
กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,22268,11043
กรุงเทพมหานคร,บางคอแหลม,บางโคล่,33954,19417
กรุงเทพมหานคร,ประเวศ,ประเวศ,87916,38213
กรุงเทพมหานคร,ประเวศ,หนองบอน,39966,25346
กรุงเทพมหานคร,ประเวศ,ดอกไม้,56011,33485
กรุงเทพมหานคร,คลองเตย,คลองเตย,57823,35444
กรุงเทพมหานคร,คลองเตย,คลองตัน,10633,16082
กรุงเทพมหานคร,คลองเตย,พระโขนง,21058,29026
กรุงเทพมหานคร,สวนหลวง,สวนหลวง,48719,34531
กรุงเทพมหานคร,สวนหลวง,อ่อนนุช,43599,30326
กรุงเทพมหานคร,สวนหลวง,พัฒนาการ,30676,20416
กรุงเทพมหานคร,จอมทอง,บางขุนเทียน,34119,15611
กรุงเทพมหานคร,จอมทอง,บางค้อ,33456,19184
กรุงเทพมหานคร,จอมทอง,บางมด,42347,23966
กรุงเทพมหานคร,จอมทอง,จอมทอง,31176,15703
กรุงเทพมหานคร,ดอนเมือง,สีกัน,63264,30252
กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,80406,40575
กรุงเทพมหานคร,ดอนเมือง,สนามบิน,22271,11677
กรุงเทพมหานคร,ราชเทวี,ทุ่งพญาไท,25071,10733
กรุงเทพมหานคร,ราชเทวี,ถนนพญาไท,9798,14483
กรุงเทพมหานคร,ราชเทวี,ถนนเพชรบุรี,13762,13139
กรุงเทพมหานคร,ราชเทวี,มักกะสัน,15837,19684
กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,87268,46529
กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว,25929,11985
กรุงเทพมหานคร,วัฒนา,คลองเตยเหนือ,9544,18037
กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,48843,44670
กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,22128,23127
กรุงเทพมหานคร,บางแค,บางแค,39033,26715
กรุงเทพมหานคร,บางแค,บางแคเหนือ,58256,28998
กรุงเทพมหานคร,บางแค,บางไผ่,39550,15170
กรุงเทพมหานคร,บางแค,หลักสอง,55395,26153
กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง,71650,42895
กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน,26727,18118
กรุงเทพมหานคร,สายไหม,สายไหม,80736,36980
กรุงเทพมหานคร,สายไหม,ออเงิน,44067,26320
กรุงเทพมหานคร,สายไหม,คลองถนน,86151,48081
กรุงเทพมหานคร,คันนายาว,คันนายาว,47151,18992
กรุงเทพมหานคร,คันนายาว,รามอินทรา,48050,28811
กรุงเทพมหานคร,สะพานสูง,สะพานสูง,27528,11705
กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา,42537,18740
กรุงเทพมหานคร,สะพานสูง,ทับช้าง,26996,12848
กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,23613,14608
กรุงเทพมหานคร,วังทองหลาง,สะพานสอง,11022,7468
กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์,26775,14140
กรุงเทพมหานคร,วังทองหลาง,พลับพลา,42046,28326
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,62864,27989
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันออก,27025,9990
กรุงเทพมหานคร,คลองสามวา,บางชัน,91058,43457
กรุงเทพมหานคร,คลองสามวา,ทรายกองดิน,13401,5390
กรุงเทพมหานคร,คลองสามวา,ทรายกองดินใต้,17668,5495
กรุงเทพมหานคร,บางนา,บางนาเหนือ,38891,33795
กรุงเทพมหานคร,บางนา,บางนาใต้,46454,41137
กรุงเทพมหานคร,ทวีวัฒนา,ทวีวัฒนา,23801,9814
กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,55970,26372
กรุงเทพมหานคร,ทุ่งครุ,บางมด,55029,28284
กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,69064,28569
กรุงเทพมหานคร,บางบอน,บางบอนเหนือ,22472,10599
กรุงเทพมหานคร,บางบอน,บางบอนใต้,23997,9513
กรุงเทพมหานคร,บางบอน,คลองบางพราน,30808,19525
กรุงเทพมหานคร,บางบอน,คลองบางบอน,22926,13873
สมุทรปราการ,เมืองสมุทรปราการ,แพรกษา,38492,16808
สมุทรปราการ,เมืองสมุทรปราการ,บางโปรง,10382,4517
สมุทรปราการ,เมืองสมุทรปราการ,บางด้วน,7614,3418
สมุทรปราการ,เมืองสมุทรปราการ,เทพารักษ์,21430,11515
สมุทรปราการ,เมืองสมุทรปราการ,แพรกษาใหม่,50644,24656
สมุทรปราการ,บางบ่อ,บางบ่อ,29794,19349
สมุทรปราการ,บางบ่อ,บ้านระกาศ,7035,2787
สมุทรปราการ,บางบ่อ,บางพลีน้อย,9102,3545
สมุทรปราการ,บางบ่อ,บางเพรียง,28417,16221
สมุทรปราการ,บางบ่อ,คลองด่าน,16701,5393
สมุทรปราการ,บางบ่อ,เปร็ง,4202,1564
สมุทรปราการ,บางบ่อ,คลองนิยมยาตรา,3315,1530
สมุทรปราการ,บางพลี,บางพลีใหญ่,94559,56720
สมุทรปราการ,บางพลี,บางแก้ว,64718,47527
สมุทรปราการ,บางพลี,บางปลา,34079,18793
สมุทรปราการ,บางพลี,บางโฉลง,44781,36369
สมุทรปราการ,บางพลี,ราชาเทวะ,37633,25080
สมุทรปราการ,บางพลี,หนองปรือ,3723,2267
สมุทรปราการ,พระประแดง,บางยอ,11061,3784
สมุทรปราการ,พระประแดง,บางกะเจ้า,4925,1898
สมุทรปราการ,พระประแดง,บางน้ำผึ้ง,5065,1585
สมุทรปราการ,พระประแดง,บางกระสอบ,2633,931
สมุทรปราการ,พระประแดง,บางกอบัว,6801,2686
สมุทรปราการ,พระประแดง,ทรงคนอง,7143,2758
สมุทรปราการ,พระสมุทรเจดีย์,นาเกลือ,12638,5568
สมุทรปราการ,พระสมุทรเจดีย์,บ้านคลองสวน,31576,16856
สมุทรปราการ,พระสมุทรเจดีย์,แหลมฟ้าผ่า,4789,1764
สมุทรปราการ,พระสมุทรเจดีย์,ในคลองบางปลากด,75371,35703
สมุทรปราการ,บางเสาธง,บางเสาธง,32226,27265
สมุทรปราการ,บางเสาธง,ศีรษะจรเข้น้อย,18483,10629
สมุทรปราการ,บางเสาธง,ศีรษะจรเข้ใหญ่,11865,9553
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองปากน้ำสมุทรปราการ,บางเมือง,39937,17591
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางเสาธง,บางเสาธง,19444,18184
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางเสาธง,ศีรษะจรเข้ใหญ่,1064,470
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลแหลมฟ้าผ่า,แหลมฟ้าผ่า,14221,5592
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลแหลมฟ้าผ่า,ในคลองบางปลากด,7650,3999
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลพระสมุทรเจดีย์,ปากคลองบางปลากด,11369,5740
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางพลี,บางพลีใหญ่,10781,2087
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางพลี,บางปลา,157,76
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางพลี,บางโฉลง,345,81
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางบ่อ,บางบ่อ,6381,2504
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลคลองสวน,คลองสวน,2838,907
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลคลองด่าน,คลองด่าน,11129,3266
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางปู,ท้ายบ้าน,24118,11675
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางปู,บางปูใหม่,41319,24967
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางปู,บางปู,6692,2427
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางปู,ท้ายบ้านใหม่,47345,23212
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลแพรกษา,แพรกษา,24456,14514
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลแพรกษา,แพรกษาใหม่,1484,1273
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางเมือง,บางเมือง,34229,15051
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางเมือง,บางเมืองใหม่,44727,17595
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลบางเมือง,เทพารักษ์,17580,18051
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลด่านสำโรง,สำโรงเหนือ,53636,28694
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,บางหญ้าแพรก,19109,8823
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,บางหัวเสือ,12681,4789
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,สำโรงใต้,10606,7480
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,สำโรง,15612,8706
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,สำโรงกลาง,10508,6549
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลสำโรงเหนือ,สำโรงเหนือ,17432,19155
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลสำโรงเหนือ,บางเมืองใหม่,3863,1749
สมุทรปราการ,ท้องถิ่นเทศบาลตำบลสำโรงเหนือ,เทพารักษ์,9254,10646
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองลัดหลวง,บางพึ่ง,22143,13685
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองลัดหลวง,บางจาก,21167,11330
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองลัดหลวง,บางครุ,23748,12812
สมุทรปราการ,ท้องถิ่นเทศบาลเมืองพระประแดง,ตลาด,8212,2187
สมุทรปราการ,ท้องถิ่นเทศบาลนครสมุทรปราการ,ปากน้ำ,46536,23051
นนทบุรี,เมืองนนทบุรี,บางไผ่,13044,6162
นนทบุรี,เมืองนนทบุรี,บางกร่าง,24820,14042
นนทบุรี,เมืองนนทบุรี,บางรักน้อย,21223,12121
นนทบุรี,บางกรวย,บางสีทอง,11709,5618
นนทบุรี,บางกรวย,บางขนุน,7841,6016
นนทบุรี,บางกรวย,บางขุนกอง,11480,6212
นนทบุรี,บางกรวย,มหาสวัสดิ์,5227,3282
นนทบุรี,บางใหญ่,บางม่วง,18259,9333
นนทบุรี,บางใหญ่,บางแม่นาง,51277,26343
นนทบุรี,บางใหญ่,บางเลน,17319,9276
นนทบุรี,บางใหญ่,เสาธงหิน,0,1
นนทบุรี,บางใหญ่,บางใหญ่,13876,6770
นนทบุรี,บางใหญ่,บ้านใหม่,9031,4629
นนทบุรี,บางบัวทอง,บางบัวทอง,56690,32495
นนทบุรี,บางบัวทอง,บางรักใหญ่,6058,3667
นนทบุรี,บางบัวทอง,บางคูรัด,40864,17328
นนทบุรี,บางบัวทอง,ละหาร,26310,13660
นนทบุรี,บางบัวทอง,ลำโพ,14611,8644
นนทบุรี,บางบัวทอง,บางรักพัฒนา,46982,27918
นนทบุรี,ไทรน้อย,ไทรน้อย,30571,17417
นนทบุรี,ไทรน้อย,ราษฎร์นิยม,7008,3284
นนทบุรี,ไทรน้อย,หนองเพรางาย,7979,3508
นนทบุรี,ไทรน้อย,ไทรใหญ่,6460,2539
นนทบุรี,ไทรน้อย,ขุนศรี,5074,2201
นนทบุรี,ไทรน้อย,คลองขวาง,7300,3450
นนทบุรี,ไทรน้อย,ทวีวัฒนา,9551,4522
นนทบุรี,ปากเกร็ด,บางตะไนย์,6798,4087
นนทบุรี,ปากเกร็ด,คลองพระอุดม,6833,3177
นนทบุรี,ปากเกร็ด,ท่าอิฐ,18565,7569
นนทบุรี,ปากเกร็ด,เกาะเกร็ด,5661,1696
นนทบุรี,ปากเกร็ด,อ้อมเกร็ด,5372,3514
นนทบุรี,ปากเกร็ด,คลองข่อย,9660,6717
นนทบุรี,ท้องถิ่นเทศบาลตำบลเสาธงหิน,เสาธงหิน,40279,27037
นนทบุรี,ท้องถิ่นเทศบาลตำบลบางพลับ,บางพลับ,11875,6714
นนทบุรี,ท้องถิ่นเทศบาลเมืองพิมลราช,พิมลราช,51159,24967
นนทบุรี,ท้องถิ่นเทศบาลตำบลศาลากลาง,ศาลากลาง,23817,13399
นนทบุรี,ท้องถิ่นเทศบาลเมืองไทรม้า,ไทรม้า,24423,16060
นนทบุรี,ท้องถิ่นเทศบาลตำบลไทรน้อย,ไทรน้อย,1813,757
นนทบุรี,ท้องถิ่นเทศบาลตำบลไทรน้อย,คลองขวาง,684,438
นนทบุรี,ท้องถิ่นเทศบาลตำบลบางใหญ่,บางแม่นาง,4025,1654
นนทบุรี,ท้องถิ่นเทศบาลตำบลบางใหญ่,บางใหญ่,8644,4323
นนทบุรี,ท้องถิ่นเทศบาลตำบลบางใหญ่,บ้านใหม่,980,476
นนทบุรี,ท้องถิ่นเทศบาลตำบลบางม่วง,บางม่วง,2088,926
นนทบุรี,ท้องถิ่นเทศบาลตำบลบางม่วง,บางเลน,3386,1758
นนทบุรี,ท้องถิ่นเทศบาลตำบลบางม่วง,เสาธงหิน,1059,444
นนทบุรี,ท้องถิ่นเทศบาลตำบลปลายบาง,บางคูเวียง,10865,5883
นนทบุรี,ท้องถิ่นเทศบาลตำบลปลายบาง,มหาสวัสดิ์,17389,8622
นนทบุรี,ท้องถิ่นเทศบาลตำบลปลายบาง,ปลายบาง,19694,10214
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางศรีเมือง,บางศรีเมือง,24646,9975
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางศรีเมือง,บางกร่าง,8513,3776
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางกรวย,วัดชลอ,17289,8764
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางกรวย,บางกรวย,27197,14182
นนทบุรี,ท้องถิ่นเทศบาลนครปากเกร็ด,ปากเกร็ด,36097,23109
นนทบุรี,ท้องถิ่นเทศบาลนครปากเกร็ด,บางตลาด,44942,24734
นนทบุรี,ท้องถิ่นเทศบาลนครปากเกร็ด,บ้านใหม่,35346,35657
นนทบุรี,ท้องถิ่นเทศบาลนครปากเกร็ด,บางพูด,63164,44982
นนทบุรี,ท้องถิ่นเทศบาลนครปากเกร็ด,คลองเกลือ,9841,10367
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางบัวทอง,โสนลอย,8846,4825
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางบัวทอง,บางบัวทอง,7327,4426
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางบัวทอง,บางรักใหญ่,3678,1944
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางบัวทอง,พิมลราช,4800,2390
นนทบุรี,ท้องถิ่นเทศบาลเมืองบางบัวทอง,บางรักพัฒนา,27493,14032
นนทบุรี,ท้องถิ่นเทศบาลนครนนทบุรี,สวนใหญ่,35017,11711
นนทบุรี,ท้องถิ่นเทศบาลนครนนทบุรี,ตลาดขวัญ,45652,29779
นนทบุรี,ท้องถิ่นเทศบาลนครนนทบุรี,บางเขน,40678,28535
นนทบุรี,ท้องถิ่นเทศบาลนครนนทบุรี,บางกระสอ,56120,50606
นนทบุรี,ท้องถิ่นเทศบาลนครนนทบุรี,ท่าทราย,65813,32221
ปทุมธานี,เมืองปทุมธานี,บ้านใหม่,15239,8886
ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,5678,2970
ปทุมธานี,เมืองปทุมธานี,บ้านกระแชง,3131,1150
ปทุมธานี,เมืองปทุมธานี,บางขะแยง,14369,7022
ปทุมธานี,เมืองปทุมธานี,บางคูวัด,32268,20842
ปทุมธานี,เมืองปทุมธานี,บางหลวง,6467,3371
ปทุมธานี,เมืองปทุมธานี,บางเดื่อ,16674,8039
ปทุมธานี,เมืองปทุมธานี,บางพูด,6885,2772
ปทุมธานี,เมืองปทุมธานี,สวนพริกไทย,11282,5596
ปทุมธานี,เมืองปทุมธานี,หลักหก,22383,12585
ปทุมธานี,คลองหลวง,คลองสาม,93261,43436
ปทุมธานี,คลองหลวง,คลองสี่,22967,11882
ปทุมธานี,คลองหลวง,คลองห้า,16412,9069
ปทุมธานี,คลองหลวง,คลองหก,14168,8486
ปทุมธานี,คลองหลวง,คลองเจ็ด,7722,3863
ปทุมธานี,หนองเสือ,บึงบา,4664,1688
ปทุมธานี,หนองเสือ,บึงบอน,10035,3982
ปทุมธานี,หนองเสือ,บึงกาสาม,7354,2406
ปทุมธานี,หนองเสือ,บึงชำอ้อ,9384,2826
ปทุมธานี,หนองเสือ,หนองสามวัง,11459,3867
ปทุมธานี,หนองเสือ,ศาลาครุ,5276,1681
ปทุมธานี,หนองเสือ,นพรัตน์,4663,1420
ปทุมธานี,ลาดหลุมแก้ว,ระแหง,7805,3018
ปทุมธานี,ลาดหลุมแก้ว,ลาดหลุมแก้ว,5609,2636
ปทุมธานี,ลาดหลุมแก้ว,คูบางหลวง,12849,7837
ปทุมธานี,ลาดหลุมแก้ว,คูขวาง,6167,3274
ปทุมธานี,ลาดหลุมแก้ว,คลองพระอุดม,9523,5086
ปทุมธานี,ลาดหลุมแก้ว,บ่อเงิน,4457,1514
ปทุมธานี,ลาดหลุมแก้ว,หน้าไม้,14898,8311
ปทุมธานี,ลำลูกกา,ลาดสวาย,0,1
ปทุมธานี,ลำลูกกา,บึงคำพร้อย,37177,21786
ปทุมธานี,ลำลูกกา,ลำลูกกา,24343,12206
ปทุมธานี,ลำลูกกา,บึงทองหลาง,10982,4711
ปทุมธานี,ลำลูกกา,ลำไทร,5992,2153
ปทุมธานี,ลำลูกกา,บึงคอไห,8040,3841
ปทุมธานี,ลำลูกกา,พืชอุดม,4036,1709
ปทุมธานี,สามโคก,บางเตย,968,295
ปทุมธานี,สามโคก,คลองควาย,5249,1955
ปทุมธานี,สามโคก,สามโคก,7478,3552
ปทุมธานี,สามโคก,กระแชง,6827,3245
ปทุมธานี,สามโคก,บางโพธิ์เหนือ,3251,1441
ปทุมธานี,สามโคก,เชียงรากใหญ่,6248,3036
ปทุมธานี,สามโคก,บ้านปทุม,4988,2302
ปทุมธานี,สามโคก,บ้านงิ้ว,2221,823
ปทุมธานี,สามโคก,เชียงรากน้อย,3883,1710
ปทุมธานี,สามโคก,บางกระบือ,1818,716
ปทุมธานี,สามโคก,ท้ายเกาะ,2834,2518
ปทุมธานี,ท้องถิ่นเทศบาลเมืองลาดสวาย,ลาดสวาย,72264,42218
ปทุมธานี,ท้องถิ่นเทศบาลตำบลบางพูน,บางพูน,26444,22095
ปทุมธานี,ท้องถิ่นเทศบาลตำบลบ้านกลาง,บ้านกลาง,13284,7354
