province-name,district-name,subdistrict-name,total,household
กรุงเทพมหานคร,บางกะปิ,หัวหมาก,67119,60774
กรุงเทพมหานคร,ปทุมวัน,รองเมือง,15926,7241
กรุงเทพมหานคร,ปทุมวัน,วังใหม่,5516,5399
กรุงเทพมหานคร,ปทุมวัน,ปทุมวัน,2902,1019
กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,17419,18669
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,13346,6438
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,6082,2737
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,คลองมหานาค,8439,5631
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,บ้านบาตร,6090,2583
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส,6461,2220
กรุงเทพมหานคร,พระโขนง,บางจาก,65795,44497
กรุงเทพมหานคร,พระโขนง,พระโขนงใต้,21223,17018
กรุงเทพมหานคร,มีนบุรี,มีนบุรี,96282,48723
กรุงเทพมหานคร,มีนบุรี,แสนแสบ,45092,14551
กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,30353,20708
กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น,67308,33667
กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ,15912,11358
กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว,25321,13589
กรุงเทพมหานคร,ลาดกระบัง,ทับยาว,31252,18516
กรุงเทพมหานคร,ลาดกระบัง,ขุมทอง,8278,3033
กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,47125,33931
กรุงเทพมหานคร,ยานนาวา,บางโพงพาง,27951,19732
กรุงเทพมหานคร,สัมพันธวงศ์,จักรวรรดิ,6268,5023
กรุงเทพมหานคร,สัมพันธวงศ์,สัมพันธวงศ์,7807,4430
กรุงเทพมหานคร,สัมพันธวงศ์,ตลาดน้อย,6702,3724
กรุงเทพมหานคร,พญาไท,สามเสนใน,30476,20864
กรุงเทพมหานคร,พญาไท,พญาไท,35736,23962
กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,8216,2769
กรุงเทพมหานคร,ธนบุรี,หิรัญรูจี,11471,3963
กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,19478,7935
กรุงเทพมหานคร,ธนบุรี,บุคคโล,16550,12984
กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,14496,12920
กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,16966,12408
กรุงเทพมหานคร,ธนบุรี,สำเหร่,14040,8470
กรุงเทพมหานคร,บางกอกใหญ่,วัดอรุณ,11619,4413
กรุงเทพมหานคร,บางกอกใหญ่,วัดท่าพระ,51031,28108
กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,26735,35874
กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ,19283,25889
กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก,37260,25083
กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,11964,5426
กรุงเทพมหานคร,คลองสาน,คลองสาน,14132,6402
กรุงเทพมหานคร,คลองสาน,บางลำภูล่าง,23066,13932
กรุงเทพมหานคร,คลองสาน,คลองต้นไทร,18417,15154
กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,9813,4616
กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,24106,11406
กรุงเทพมหานคร,ตลิ่งชัน,ฉิมพลี,23490,9675
กรุงเทพมหานคร,ตลิ่งชัน,บางพรม,13378,4942
กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,19715,8181
กรุงเทพมหานคร,ตลิ่งชัน,บางเชือกหนัง,11967,4499
กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,13088,4341
กรุงเทพมหานคร,บางกอกน้อย,บ้านช่างหล่อ,28129,12381
กรุงเทพมหานคร,บางกอกน้อย,บางขุนนนท์,10683,4682
กรุงเทพมหานคร,บางกอกน้อย,บางขุนศรี,30572,16376
กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,19039,13584
กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,61200,30702
กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,123794,61427
กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า,37232,27219
กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน,27643,10794
กรุงเทพมหานคร,ภาษีเจริญ,บางจาก,8068,3684
กรุงเทพมหานคร,ภาษีเจริญ,บางแวก,18466,9535
กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง,10769,3723
กรุงเทพมหานคร,ภาษีเจริญ,ปากคลองภาษีเจริญ,14706,9095
กรุงเทพมหานคร,ภาษีเจริญ,คูหาสวรรค์,5940,1924
กรุงเทพมหานคร,หนองแขม,หนองแขม,80179,30957
กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,75181,32611
กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,30307,13861
กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,47202,24198
กรุงเทพมหานคร,บางพลัด,บางพลัด,21663,11309
กรุงเทพมหานคร,บางพลัด,บางอ้อ,23920,14364
กรุงเทพมหานคร,บางพลัด,บางบำหรุ,17735,14225
กรุงเทพมหานคร,บางพลัด,บางยี่ขัน,24972,17914
กรุงเทพมหานคร,ดินแดง,ดินแดง,70107,39238
กรุงเทพมหานคร,ดินแดง,รัชดาภิเษก,42707,24653
กรุงเทพมหานคร,บึงกุ่ม,คลองกุ่ม,68310,35217
กรุงเทพมหานคร,บึงกุ่ม,นวมินทร์,26641,13356
กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,44383,27695
กรุงเทพมหานคร,สาทร,ทุ่งวัดดอน,36087,17812
กรุงเทพมหานคร,สาทร,ยานนาวา,18925,10867
กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ,18975,15161
กรุงเทพมหานคร,บางซื่อ,บางซื่อ,78398,51807
กรุงเทพมหานคร,บางซื่อ,วงศ์สว่าง,42320,24852
กรุงเทพมหานคร,จตุจักร,ลาดยาว,40461,28602
กรุงเทพมหานคร,จตุจักร,เสนานิคม,20502,19270
กรุงเทพมหานคร,จตุจักร,จันทรเกษม,38080,27781
กรุงเทพมหานคร,จตุจักร,จอมพล,33250,39424
กรุงเทพมหานคร,จตุจักร,จตุจักร,21853,14713
กรุงเทพมหานคร,บางคอแหลม,บางคอแหลม,22306,10426
กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,23566,10561
กรุงเทพมหานคร,บางคอแหลม,บางโคล่,35106,19406
กรุงเทพมหานคร,ประเวศ,ประเวศ,87494,37275
กรุงเทพมหานคร,ประเวศ,หนองบอน,40795,24391
กรุงเทพมหานคร,ประเวศ,ดอกไม้,53343,32176
กรุงเทพมหานคร,คลองเตย,คลองเตย,59962,33586
กรุงเทพมหานคร,คลองเตย,คลองตัน,10573,16072
กรุงเทพมหานคร,คลองเตย,พระโขนง,21101,29020
กรุงเทพมหานคร,สวนหลวง,สวนหลวง,48222,34094
กรุงเทพมหานคร,สวนหลวง,อ่อนนุช,43822,28555
กรุงเทพมหานคร,สวนหลวง,พัฒนาการ,30780,19512
กรุงเทพมหานคร,จอมทอง,บางขุนเทียน,35073,15410
กรุงเทพมหานคร,จอมทอง,บางค้อ,34265,19161
กรุงเทพมหานคร,จอมทอง,บางมด,43939,23661
กรุงเทพมหานคร,จอมทอง,จอมทอง,32494,15763
กรุงเทพมหานคร,ดอนเมือง,สีกัน,64187,29214
กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,81061,39050
กรุงเทพมหานคร,ดอนเมือง,สนามบิน,22673,10229
กรุงเทพมหานคร,ราชเทวี,ทุ่งพญาไท,28206,10419
กรุงเทพมหานคร,ราชเทวี,ถนนพญาไท,9581,12613
กรุงเทพมหานคร,ราชเทวี,ถนนเพชรบุรี,14191,11910
กรุงเทพมหานคร,ราชเทวี,มักกะสัน,15757,19670
กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,89135,46145
กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว,26467,11941
กรุงเทพมหานคร,วัฒนา,คลองเตยเหนือ,9320,18024
กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,49841,42241
กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,22221,22662
กรุงเทพมหานคร,บางแค,บางแค,38766,25901
กรุงเทพมหานคร,บางแค,บางแคเหนือ,59376,28339
กรุงเทพมหานคร,บางแค,บางไผ่,39582,14915
กรุงเทพมหานคร,บางแค,หลักสอง,54707,25524
กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง,73154,40776
กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน,27380,17930
กรุงเทพมหานคร,สายไหม,สายไหม,80500,36024
กรุงเทพมหานคร,สายไหม,ออเงิน,41737,24634
กรุงเทพมหานคร,สายไหม,คลองถนน,84594,46290
กรุงเทพมหานคร,คันนายาว,คันนายาว,47095,18501
กรุงเทพมหานคร,คันนายาว,รามอินทรา,48541,27717
กรุงเทพมหานคร,สะพานสูง,สะพานสูง,27866,11338
กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา,42411,18369
กรุงเทพมหานคร,สะพานสูง,ทับช้าง,25645,12185
กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,23953,14492
กรุงเทพมหานคร,วังทองหลาง,สะพานสอง,11263,7071
กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์,27596,14032
กรุงเทพมหานคร,วังทองหลาง,พลับพลา,43089,27733
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,60038,26266
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันออก,26580,9595
กรุงเทพมหานคร,คลองสามวา,บางชัน,89439,42024
กรุงเทพมหานคร,คลองสามวา,ทรายกองดิน,13159,5129
กรุงเทพมหานคร,คลองสามวา,ทรายกองดินใต้,17221,5131
กรุงเทพมหานคร,บางนา,บางนาเหนือ,40011,33460
กรุงเทพมหานคร,บางนา,บางนาใต้,47042,38850
กรุงเทพมหานคร,ทวีวัฒนา,ทวีวัฒนา,23174,9315
กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,55624,25590
กรุงเทพมหานคร,ทุ่งครุ,บางมด,55044,27961
กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,68348,27244
กรุงเทพมหานคร,บางบอน,บางบอน,0,1
กรุงเทพมหานคร,บางบอน,บางบอนเหนือ,22471,10307
กรุงเทพมหานคร,บางบอน,บางบอนใต้,24558,9395
กรุงเทพมหานคร,บางบอน,คลองบางพราน,31598,17571
กรุงเทพมหานคร,บางบอน,คลองบางบอน,24008,13825
